Winkel;Tool;J1;J2;J3;J4;J5;J6
450;T2;-58.0269;39.2778;7.12929;-2.93105;103.535;161.874
451;T2;-57.801;39.0444;7.52914;-3.61736;103.338;161.336
452;T2;-57.5773;38.8071;7.93591;-4.30424;103.132;160.802
453;T2;-57.356;38.566;8.3494;-4.99171;102.917;160.272
454;T2;-57.137;38.3212;8.76947;-5.67978;102.693;159.745
455;T2;-56.9205;38.0727;9.19594;-6.36844;102.461;159.221
456;T2;-56.7065;37.8206;9.62864;-7.05773;102.219;158.701
457;T2;-56.4952;37.565;10.0674;-7.74766;101.969;158.186
458;T2;-56.2866;37.3059;10.512;-8.43826;101.71;157.674
459;T2;-56.0808;37.0435;10.9624;-9.12956;101.443;157.166
460;T2;-55.8779;36.7778;11.4183;-9.8216;101.168;156.662
461;T2;-55.6781;36.5089;11.8796;-10.5144;100.884;156.163
462;T2;-55.4813;36.2369;12.346;-11.2081;100.593;155.668
463;T2;-55.2877;35.9618;12.8175;-11.9026;100.294;155.178
464;T2;-55.0974;35.6837;13.2938;-12.5981;99.9874;154.692
465;T2;-54.9104;35.4027;13.7747;-13.2946;99.6732;154.211
466;T2;-54.7269;35.1189;14.2602;-13.9922;99.3517;153.734
467;T2;-54.547;34.8323;14.7499;-14.691;99.0229;153.262
468;T2;-54.3706;34.543;15.2437;-15.3909;98.687;152.795
469;T2;-54.1981;34.2511;15.7415;-16.0923;98.3442;152.333
470;T2;-54.0294;33.9567;16.2431;-16.795;97.9946;151.875
471;T2;-53.8646;33.6598;16.7483;-17.4992;97.6383;151.423
472;T2;-53.7039;33.3606;17.2569;-18.205;97.2754;150.975
473;T2;-53.5473;33.059;17.7687;-18.9125;96.9061;150.532
474;T2;-53.395;32.7552;18.2836;-19.6219;96.5306;150.095
475;T2;-53.247;32.4493;18.8013;-20.3332;96.1489;149.662
476;T2;-53.1035;32.1413;19.3218;-21.0465;95.7612;149.235
477;T2;-52.9645;31.8313;19.8448;-21.762;95.3675;148.812
478;T2;-52.8302;31.5194;20.3702;-22.4797;94.9682;148.395
479;T2;-52.7007;31.2056;20.8977;-23.1999;94.5631;147.982
480;T2;-52.576;30.89;21.4273;-23.9226;94.1525;147.575
481;T2;-52.4564;30.5728;21.9587;-24.648;93.7365;147.173
482;T2;-52.3419;30.2539;22.4918;-25.3763;93.3152;146.776
483;T2;-52.2326;29.9335;23.0263;-26.1074;92.8887;146.383
484;T2;-52.1286;29.6117;23.5622;-26.8417;92.4572;145.996
485;T2;-52.0301;29.2884;24.0991;-27.5793;92.0206;145.615
486;T2;-51.9372;28.9639;24.6371;-28.3202;91.5792;145.238
487;T2;-51.85;28.6382;25.1758;-29.0647;91.1329;144.866
488;T2;-51.7686;28.3113;25.7152;-29.813;90.6821;144.499
489;T2;-51.6931;27.9833;26.255;-30.5651;90.2266;144.137
490;T2;-51.6238;27.6544;26.795;-31.3212;89.7666;143.781
491;T2;-51.5606;27.3245;27.3352;-32.0816;89.3021;143.429
492;T2;-51.5038;26.9939;27.8752;-32.8463;88.8334;143.082
493;T2;-51.4534;26.6626;28.415;-33.6156;88.3603;142.741
494;T2;-51.4096;26.3306;28.9543;-34.3895;87.8831;142.404
495;T2;-51.3725;25.998;29.493;-35.1684;87.4018;142.072
496;T2;-51.3423;25.665;30.0309;-35.9523;86.9164;141.745
497;T2;-51.3191;25.3317;30.5679;-36.7415;86.427;141.423
498;T2;-51.303;24.998;31.1036;-37.5361;85.9337;141.105
499;T2;-51.2942;24.6642;31.638;-38.3363;85.4365;140.793
500;T2;-51.2929;24.3304;32.1709;-39.1423;84.9355;140.485
501;T2;-51.299;23.9965;32.7021;-39.9543;84.4307;140.183
502;T2;-51.3129;23.6628;33.2314;-40.7724;83.9221;139.885
503;T2;-51.3347;23.3292;33.7585;-41.5968;83.4099;139.591
504;T2;-51.3644;22.9961;34.2834;-42.4278;82.894;139.303
505;T2;-51.4022;22.6633;34.8058;-43.2656;82.3744;139.019
506;T2;-51.4483;22.3312;35.3256;-44.1102;81.8512;138.741
507;T2;-51.5029;21.9997;35.8424;-44.962;81.3244;138.467
508;T2;-51.566;21.669;36.3562;-45.821;80.794;138.197
509;T2;-51.6378;21.3392;36.8667;-46.6876;80.2601;137.933
510;T2;-51.7184;21.0104;37.3738;-47.5619;79.7226;137.673
511;T2;-51.8081;20.6828;37.8772;-48.444;79.1815;137.418
512;T2;-51.9069;20.3566;38.3766;-49.3342;78.6369;137.168
513;T2;-52.0149;20.0317;38.872;-50.2328;78.0887;136.923
514;T2;-52.1324;19.7085;39.363;-51.1398;77.537;136.682
515;T2;-52.2594;19.387;39.8495;-52.0554;76.9817;136.447
516;T2;-52.3961;19.0673;40.3312;-52.98;76.4228;136.216
517;T2;-52.5426;18.7497;40.8079;-53.9136;75.8603;135.991
518;T2;-52.699;18.4343;41.2794;-54.8565;75.2942;135.77
519;T2;-52.8654;18.1213;41.7455;-55.8088;74.7244;135.555
520;T2;-53.042;17.8107;42.2058;-56.7708;74.1511;135.345
521;T2;-53.2289;17.5029;42.6602;-57.7426;73.574;135.14
522;T2;-53.4261;17.198;43.1084;-58.7245;72.9933;134.94
523;T2;-53.6337;16.8962;43.5501;-59.7166;72.4088;134.746
524;T2;-53.8519;16.5976;43.9852;-60.7191;71.8206;134.558
525;T2;-54.0807;16.3024;44.4133;-61.7323;71.2287;134.375
526;T2;-54.3201;16.011;44.8343;-62.7562;70.633;134.198
527;T2;-54.5703;15.7233;45.2477;-63.7911;70.0335;134.027
528;T2;-54.8312;15.4398;45.6534;-64.8372;69.4303;133.863
529;T2;-55.1028;15.1606;46.0511;-65.8946;68.8232;133.704
530;T2;-55.3853;14.8859;46.4405;-66.9635;68.2123;133.552
531;T2;-55.6785;14.6159;46.8213;-68.0441;67.5976;133.407
532;T2;-55.9824;14.3509;47.1933;-69.1365;66.9792;133.269
533;T2;-56.2971;14.0911;47.5562;-70.241;66.3569;133.137
534;T2;-56.6223;13.8368;47.9096;-71.3576;65.7309;133.014
535;T2;-56.9582;13.5881;48.2533;-72.4865;65.1012;132.898
536;T2;-57.3045;13.3454;48.5871;-73.628;64.4679;132.79
537;T2;-57.6611;13.1089;48.9105;-74.782;63.8309;132.69
538;T2;-58.0278;12.8789;49.2234;-75.9487;63.1904;132.598
539;T2;-58.4045;12.6555;49.5254;-77.1283;62.5465;132.516
540;T2;-58.791;12.439;49.8162;-78.321;61.8992;132.443
541;T2;-59.1871;12.2298;50.0956;-79.5267;61.2486;132.379
542;T2;-59.5924;12.028;50.3633;-80.7456;60.595;132.326
543;T2;-60.0067;11.8338;50.619;-81.9778;59.9385;132.283
544;T2;-60.4296;11.6476;50.8625;-83.2234;59.2791;132.25
545;T2;-60.8608;11.4696;51.0933;-84.4824;58.6172;132.229
546;T2;-61.3;11.3;51.3114;-85.755;57.9529;132.22
547;T2;-61.7466;11.139;51.5164;-87.0411;57.2865;132.222
548;T2;-62.2003;10.9869;51.7081;-88.3408;56.6182;132.237
549;T2;-62.6605;10.8438;51.8863;-89.6541;55.9483;132.265
550;T2;-63.1268;10.71;52.0508;-90.9811;55.277;132.307
551;T2;-63.5986;10.5856;52.2012;-92.3218;54.6047;132.363
552;T2;-64.0753;10.4709;52.3376;-93.6761;53.9317;132.433
553;T2;-64.5563;10.3659;52.4596;-95.0441;53.2584;132.518
554;T2;-65.0411;10.2709;52.5671;-96.4256;52.5851;132.618
555;T2;-65.5288;10.1859;52.66;-97.8207;51.9122;132.735
556;T2;-66.019;10.1111;52.7382;-99.2293;51.2402;132.868
557;T2;-66.5109;10.0465;52.8016;-100.651;50.5694;133.018
558;T2;-67.0038;9.99225;52.8501;-102.087;49.9003;133.185
559;T2;-67.4969;9.94838;52.8836;-103.535;49.2334;133.37
560;T2;-67.9895;9.9149;52.9022;-104.997;48.5691;133.574
561;T2;-68.4809;9.89184;52.9059;-106.472;47.9078;133.797
562;T2;-68.9703;9.87916;52.8946;-107.96;47.2501;134.039
563;T2;-69.4569;9.87684;52.8684;-109.461;46.5965;134.301
564;T2;-69.9401;9.8848;52.8275;-110.974;45.9474;134.583
565;T2;-70.4191;9.90296;52.772;-112.5;45.3033;134.886
566;T2;-70.8931;9.93122;52.702;-114.039;44.6648;135.21
567;T2;-71.3614;9.96944;52.6176;-115.589;44.0324;135.556
568;T2;-71.8232;10.0175;52.5192;-117.153;43.4064;135.923
569;T2;-72.2781;10.0751;52.4069;-118.728;42.7876;136.313
570;T2;-72.7251;10.1422;52.281;-120.315;42.1763;136.726
571;T2;-73.1637;10.2186;52.1418;-121.914;41.5731;137.161
572;T2;-73.5933;10.3039;51.9897;-123.525;40.9784;137.62
573;T2;-74.0133;10.398;51.825;-125.148;40.3927;138.102
574;T2;-74.4232;10.5005;51.648;-126.782;39.8166;138.609
575;T2;-74.8224;10.6112;51.4593;-128.428;39.2505;139.139
576;T2;-75.2104;10.7298;51.2593;-130.085;38.6949;139.694
577;T2;-75.5868;10.856;51.0484;-131.753;38.1502;140.273
578;T2;-75.9513;10.9894;50.8271;-133.433;37.617;140.877
579;T2;-76.3035;11.1298;50.5959;-135.124;37.0957;141.506
580;T2;-76.6429;11.2767;50.3555;-136.827;36.5869;142.159
581;T2;-76.9695;11.4298;50.1063;-138.54;36.0909;142.838
582;T2;-77.283;11.5888;49.849;-140.265;35.6082;143.542
583;T2;-77.5831;11.7533;49.5841;-142;35.1393;144.27
584;T2;-77.8699;11.9229;49.3123;-143.746;34.6847;145.024
585;T2;-78.1431;12.0973;49.0342;-145.504;34.2449;145.802
586;T2;-78.4029;12.2761;48.7506;-147.272;33.8203;146.604
587;T2;-78.6491;12.4589;48.4619;-149.05;33.4114;147.432
588;T2;-78.882;12.6453;48.169;-150.839;33.0186;148.283
589;T2;-79.1015;12.8351;47.8726;-152.638;32.6425;149.157
590;T2;-79.308;13.0277;47.5732;-154.447;32.2836;150.055
591;T2;-79.5015;13.2229;47.2716;-156.266;31.9422;150.975
592;T2;-79.6825;13.4204;46.9685;-158.093;31.6188;151.916
593;T2;-79.8513;13.6197;46.6645;-159.93;31.3139;152.879
594;T2;-80.0081;13.8206;46.3603;-161.775;31.028;153.862
595;T2;-80.1535;14.0227;46.0567;-163.628;30.7614;154.864
596;T2;-80.2878;14.2258;45.754;-165.488;30.5146;155.884
597;T2;-80.4117;14.4295;45.4531;-167.355;30.2879;156.92
598;T2;-80.5257;14.6337;45.1544;-169.228;30.0817;157.972
599;T2;-80.6303;14.838;44.8585;-171.105;29.8964;159.038
600;T2;-80.7261;15.0422;44.5658;-172.986;29.7321;160.116
601;T2;-80.8139;15.2462;44.2767;-174.87;29.5892;161.205
602;T2;-80.8943;15.4496;43.9918;-176.757;29.4679;162.304
603;T2;-80.9679;15.6525;43.7112;-178.644;29.3683;163.409
604;T2;-81.0355;15.8546;43.4352;179.47;29.2906;164.52
605;T2;-81.0976;16.0559;43.1641;177.585;29.2347;165.634
606;T2;-81.1552;16.2562;42.898;175.703;29.2007;166.75
607;T2;-81.2087;16.4554;42.637;173.825;29.1885;167.865
608;T2;-81.2589;16.6537;42.3809;171.953;29.198;168.978
609;T2;-81.3064;16.8508;42.13;170.087;29.229;170.087
610;T2;-81.3518;17.0469;41.8839;168.229;29.2814;171.189
611;T2;-81.3957;17.242;41.6425;166.38;29.3547;172.284
612;T2;-81.4387;17.4361;41.4057;164.542;29.4487;173.369
613;T2;-81.4811;17.6293;41.1731;162.716;29.563;174.443
614;T2;-81.5235;17.8216;40.9444;160.902;29.6971;175.504
615;T2;-81.5662;18.0132;40.7193;159.102;29.8507;176.551
616;T2;-81.6096;18.2041;40.4975;157.317;30.0231;177.582
617;T2;-81.6541;18.3945;40.2785;155.547;30.2139;178.597
618;T2;-81.6998;18.5845;40.0619;153.794;30.4225;179.593
619;T2;-81.7469;18.7741;39.8473;152.058;30.6484;180.571
620;T2;-81.7957;18.9636;39.6343;150.339;30.8909;181.528
621;T2;-81.8462;19.153;39.4224;148.64;31.1495;182.466
622;T2;-81.8984;19.3425;39.2112;146.958;31.4236;183.382
623;T2;-81.9525;19.5322;39.0002;145.297;31.7126;184.277
624;T2;-82.0084;19.7222;38.7892;143.655;32.0158;185.151
625;T2;-82.0661;19.9127;38.5775;142.032;32.3327;186.002
626;T2;-82.1255;20.1037;38.365;140.43;32.6627;186.831
627;T2;-82.1864;20.2953;38.1512;138.848;33.0053;187.637
628;T2;-82.2489;20.4877;37.9358;137.287;33.3598;188.421
629;T2;-82.3128;20.681;37.7184;135.746;33.7258;189.183
630;T2;-82.3778;20.8751;37.4988;134.225;34.1027;189.922
631;T2;-82.4439;21.0703;37.2767;132.724;34.49;190.64
632;T2;-82.5108;21.2666;37.0518;131.244;34.8872;191.336
633;T2;-82.5785;21.464;36.8239;129.784;35.2938;192.01
634;T2;-82.6466;21.6626;36.5928;128.344;35.7095;192.663
635;T2;-82.7149;21.8624;36.3583;126.924;36.1337;193.295
636;T2;-82.7834;22.0635;36.1202;125.523;36.5661;193.907
637;T2;-82.8518;22.266;35.8784;124.142;37.0062;194.498
638;T2;-82.9198;22.4698;35.6328;122.78;37.4536;195.07
639;T2;-82.9873;22.675;35.3832;121.436;37.9081;195.622
640;T2;-83.0542;22.8816;35.1295;120.112;38.3693;196.156
641;T2;-83.1201;23.0895;34.8718;118.806;38.8369;196.67
642;T2;-83.185;23.2989;34.6099;117.517;39.3104;197.167
643;T2;-83.2485;23.5097;34.3437;116.247;39.7898;197.646
644;T2;-83.3107;23.7218;34.0733;114.995;40.2746;198.108
645;T2;-83.3712;23.9354;33.7987;113.759;40.7646;198.553
646;T2;-83.43;24.1503;33.5197;112.541;41.2596;198.982
647;T2;-83.4868;24.3665;33.2365;111.339;41.7594;199.394
648;T2;-83.5416;24.5841;32.9491;110.154;42.2636;199.791
649;T2;-83.5942;24.803;32.6574;108.985;42.7721;200.173
650;T2;-83.6444;25.0232;32.3615;107.831;43.2848;200.54
651;T2;-83.6922;25.2446;32.0614;106.694;43.8013;200.893
652;T2;-83.7373;25.4673;31.7573;105.571;44.3216;201.231
653;T2;-83.7798;25.6911;31.449;104.464;44.8454;201.556
654;T2;-83.8195;25.916;31.1368;103.371;45.3726;201.867
655;T2;-83.8562;26.142;30.8207;102.293;45.903;202.165
656;T2;-83.89;26.3691;30.5007;101.229;46.4365;202.451
657;T2;-83.9207;26.5972;30.177;100.179;46.973;202.724
658;T2;-83.9483;26.8262;29.8496;99.1432;47.5123;202.985
659;T2;-83.9726;27.0562;29.5186;98.1204;48.0542;203.234
660;T2;-83.9936;27.287;29.184;97.1107;48.5987;203.472
661;T2;-84.0113;27.5186;28.8461;96.1141;49.1456;203.698
662;T2;-84.0257;27.751;28.5048;95.1301;49.6949;203.913
663;T2;-84.0365;27.984;28.1604;94.1586;50.2464;204.118
664;T2;-84.0439;28.2178;27.8128;93.1993;50.7999;204.312
665;T2;-84.0477;28.4521;27.4622;92.252;51.3555;204.495
666;T2;-84.048;28.687;27.1087;91.3164;51.913;204.669
667;T2;-84.0447;28.9224;26.7523;90.3924;52.4723;204.832
668;T2;-84.0378;29.1582;26.3934;89.4797;53.0333;204.986
669;T2;-84.0273;29.3945;26.0318;88.578;53.5959;205.131
670;T2;-84.0131;29.631;25.6677;87.6872;54.1601;205.266
671;T2;-83.9953;29.8678;25.3014;86.8071;54.7257;205.392
672;T2;-83.9738;30.1049;24.9328;85.9374;55.2927;205.509
673;T2;-83.9486;30.342;24.562;85.078;55.861;205.617
674;T2;-83.9198;30.5793;24.1893;84.2285;56.4305;205.717
675;T2;-83.8873;30.8167;23.8147;83.3889;57.0011;205.808
676;T2;-83.8511;31.054;23.4383;82.5589;57.5728;205.891
677;T2;-83.8113;31.2913;23.0602;81.7383;58.1454;205.965
678;T2;-83.7678;31.5284;22.6807;80.9269;58.7189;206.032
679;T2;-83.7206;31.7654;22.2997;80.1246;59.2932;206.09
680;T2;-83.6698;32.0021;21.9174;79.331;59.8683;206.141
681;T2;-83.6155;32.2385;21.534;78.5462;60.444;206.184
682;T2;-83.5575;32.4745;21.1496;77.7697;61.0203;206.219
683;T2;-83.4959;32.7102;20.7642;77.0015;61.5971;206.247
684;T2;-83.4308;32.9453;20.378;76.2414;62.1743;206.267
685;T2;-83.3621;33.18;19.9911;75.4891;62.7519;206.28
686;T2;-83.29;33.414;19.6037;74.7446;63.3297;206.286
687;T2;-83.2143;33.6474;19.2158;74.0076;63.9078;206.285
688;T2;-83.1352;33.8801;18.8276;73.2779;64.486;206.276
689;T2;-83.0527;34.1121;18.4392;72.5554;65.0642;206.261
690;T2;-82.9667;34.3432;18.0508;71.8399;65.6425;206.238
691;T2;-82.8774;34.5734;17.6625;71.1312;66.2206;206.209
692;T2;-82.7847;34.8027;17.2743;70.4291;66.7985;206.172
693;T2;-82.6887;35.031;16.8864;69.7335;67.3762;206.129
694;T2;-82.5894;35.2582;16.4989;69.0442;67.9535;206.08
695;T2;-82.4869;35.4844;16.1121;68.361;68.5304;206.023
696;T2;-82.3811;35.7093;15.7259;67.6838;69.1068;205.96
697;T2;-82.2722;35.933;15.3405;67.0123;69.6826;205.891
698;T2;-82.1601;36.1555;14.956;66.3465;70.2577;205.815
699;T2;-82.0449;36.3766;14.5726;65.6861;70.8321;205.732
700;T2;-81.9266;36.5962;14.1904;65.031;71.4056;205.643
701;T2;-81.8052;36.8144;13.8095;64.381;71.9782;205.548
702;T2;-81.6808;37.0311;13.43;63.7359;72.5498;205.446
703;T2;-81.5534;37.2462;13.0522;63.0957;73.1203;205.337
704;T2;-81.4231;37.4596;12.676;62.4601;73.6896;205.223
705;T2;-81.2899;37.6713;12.3016;61.829;74.2576;205.102
706;T2;-81.1538;37.8812;11.9292;61.2021;74.8243;204.975
707;T2;-81.0148;38.0893;11.5589;60.5795;75.3895;204.841
708;T2;-80.8731;38.2956;11.1907;59.9608;75.9531;204.701
709;T2;-80.7285;38.4998;10.825;59.346;76.5151;204.555
710;T2;-80.5813;38.702;10.4617;58.7348;77.0753;204.403
711;T2;-80.4313;38.9022;10.101;58.1272;77.6337;204.245
712;T2;-80.2786;39.1002;9.74298;57.5229;78.1902;204.08
713;T2;-80.1233;39.296;9.38788;56.9219;78.7446;203.909
714;T2;-79.9655;39.4896;9.03577;56.3239;79.2968;203.732
715;T2;-79.805;39.6808;8.6868;55.7288;79.8468;203.548
716;T2;-79.642;39.8696;8.34108;55.1365;80.3944;203.359
717;T2;-79.4765;40.056;7.99876;54.5468;80.9395;203.163
718;T2;-79.3086;40.2398;7.65997;53.9596;81.4821;202.961
719;T2;-79.1382;40.4211;7.32484;53.3746;82.022;202.753
720;T2;-78.9654;40.5997;6.99351;52.7918;82.5591;202.538
